Группа ТМЦ,Наименование,Артикул
Мебель,Вешалка для раздевалок CW-1500,S23099102502
Мебель,Вешалка для раздевалок двухсторонняя CW2-1500,S23099103502
Мебель,Скамья гардеробная 1000x400x400,S2309910510
Мебель,Скамья гардеробная 1500х400х400,S2309910600
Мебель,Шкаф для раздевалок антивандальный NLH-02,S23099202012
Запчасти,Мастер ключ CL1/3,30202027
Запчасти,Замок ключевой Cyber Lock CL 1/3 B607X (аналог В455),S5P40701013599
Мебель,Шкаф для раздевалок усиленный ML-11-30,S23099401102
Мебель,Шкаф для раздевалок усиленный ML-01-30 доп модуль (2шт),S23099402602
Мебель,Шкаф для раздевалок усиленный ML-01-30 доп модуль,S23099402102
Мебель,Шкаф для раздевалок усиленный ML-21-60,S23099402502
Мебель,Шкаф для раздевалок усиленный ML-11-40 базовый модуль,S23099403102
Мебель,Шкаф для раздевалок усиленный ML-01-40 доп модуль,S23099403202
Мебель,Шкаф для раздевалок усиленный ML-21-80,S23099403502
Мебель,Шкаф для раздевалок усиленный ML-11-50 базовый модуль,S23099404102
Мебель,Шкаф для раздевалок усиленный ML-11-50У универсальный,S23099404602
Мебель,Шкаф для раздевалок усиленный ML-12-30 базовый модуль,S23099421102
Мебель,Шкаф для раздевалок усиленный ML-02-30 доп модуль,S23099421202
Мебель,Шкаф для раздевалок усиленный ML-12-40 базовый модуль,S23099422102
Мебель,Шкаф для раздевалок усиленный ML-02-40 доп модуль,S23099422202
Мебель,Шкаф для раздевалок усиленный ML-14-30 базовый модуль,S23099441102
Мебель,Шкаф для раздевалок усиленный ML-04-30 доп модуль,S23099441202
Мебель,Шкаф для раздевалок усиленный ML-11-30x30,S23099450102
Мебель,Шкаф для раздевалок усиленный ML-12-30x30,S23099450202
Мебель,Шкаф для раздевалок антивандальный MLH-21-60,S23099452502
Мебель,Шкаф для раздевалок антивандальный MLH-11-50У,S23099454602
Мебель,Шкаф индивидуального пользования ML Cube 365,S23099461102
Мебель,Шкаф индивидуального пользования ML Cube 520,S23099462102
Мебель,Шкаф индивидуального пользования ML Cube 665,S23099461202
Мебель,Шкаф индивидуального пользования ML Cube 1265,S23099462202
Мебель,Полка ML-400,S23099491302
Мебель,Полка к LS-01,S23099500102
Мебель,Полка LS-001,S23099500103
Мебель,Полки LS-21 (2шт.),S23099500202
Мебель,Полки LS-41 (4 шт.),S23099500402
Мебель,Полки LS-21-60 (2шт.),S23099500502
Мебель,Полки LS-21-80 (2шт.),S23099500602
Мебель,Полка LS 11-40,S23099500002
Мебель,Шкаф для раздевалок Стандарт LS-01,S23099510102
Мебель,Шкаф для раздевалок Стандарт LS-001,S23099510202
Мебель,Шкаф для раздевалок Стандарт LS-01-40,S23099510302
Мебель,Шкаф для раздевалок Стандарт LS-001-40,S23099511202
Мебель,Шкаф для раздевалок Стандарт LS-02,S23099510502
Мебель,Шкаф для раздевалок Стандарт LS-11-40D,S23099515102
Мебель,Шкаф для раздевалок Стандарт LS-11-50,S23099515202
Мебель,Антресоль LS-21-60,S23099520402
Мебель,Антресоль LS-21-80,S23099552002
Мебель,Шкаф для раздевалок Стандарт LS-21,S23099521102
Мебель,Шкаф для раздевалок Стандарт LS-21 U,S23099521502
Мебель,Шкаф для раздевалок Стандарт LS-21-50,S23099520502
Мебель,Шкаф для раздевалок Стандарт LS-21-60,S23099521902
Мебель,Шкаф для раздевалок Стандарт LS-22,S23099522102
Мебель,Шкаф для сумок Стандарт LS-24,S23099524102
Мебель,Шкаф для раздевалок Стандарт LS-31,S23099531102
Мебель,Шкаф для сумок Стандарт LS-34,S23099534102
Мебель,Шкаф для раздевалок Стандарт LS-41,S23099541102
Мебель,Шкаф для сумок Стандарт LS-42,S23099542102
Мебель,Шкаф для раздевалок Стандарт LS-21-80,S23099552102
Мебель,Шкаф для раздевалок Стандарт LS-21-80 D,S23099541402
Мебель,Шкаф для раздевалок Стандарт LS-21-80 U,S23099552502
Мебель,Шкаф для раздевалок Стандарт LS-21-70 модуль сушки,S23099572002
Мебель,Модуль сушки LS-21-60,S23099571802
Мебель,Модуль сушки LS-21-70,S23099571902
Мебель,Шкаф для раздевалок Стандарт LS-K 21-500,S23099720502
Мебель,Шкаф для раздевалок Стандарт LS-K 21-530 (2 двери),S23099721502
Мебель,Шкаф для раздевалок Стандарт LS-K 21-800,S23099752102
Мебель,Шкаф для раздевалок Стандарт LS-K 22-600,S23099722102
Мебель,Ножка для локера ч-100 мм.(с болтом),S23099910202
Мебель,Подставка LS-21-80,S23099902302
Мебель,Подставка LS-31/34,S23099902402
Мебель,Подставка LS-41,S23099902502
Мебель,Скамья-подставка  LS-21 сосна,S23099912080
Мебель,Скамья-подставка  LS-21-80 сосна,S23099912580
Мебель,Скамья-подставка  LS-31 сосна,S23099913580
Стеллажи,Стеллаж MS 200KD/100x40/4,S24099244402
Стеллажи,Стеллаж MS 120/60x20/4,S24199132402
Стеллажи,Стеллаж MS 185/100х30/4,S24199153402
Стеллажи,Комплект усиливающих уголков MS (8 шт. с крепежом),S24199211000
Стеллажи,Т-усилитель стойки MS Standart 2 шт (с резьбой),S24199210100
Стеллажи,Крепеж стойки MS Standart (уголки 4 шт),S24199212000
Стеллажи,Стойка MS Standart 160,S24199212202
Стеллажи,Стойка MS Standart 185,S24199212302
Стеллажи,Стойка MS Standart 200,S24199212402
Стеллажи,Стойка MS Standart 220,S24199212502
Стеллажи,Стойка MS Standart 255,S24199212702
Стеллажи,Крепеж стойки MS Strong (уголки 4 шт),S24199220000
Стеллажи,Т-усилитель стойки MS Strong 2шт (с резьбой),S24199220100
Стеллажи,Стойка MS Strong 160,S24199220202
Стеллажи,Стойка MS Strong 185,S24199220302
Стеллажи,Стойка MS Strong 200,S24199220402
Стеллажи,Стойка MS Strong 220,S24199220502
Стеллажи,Стойка MS Strong 235,S24199220602
Стеллажи,Стойка MS Strong 255,S24199220702
Стеллажи,Стойка MS Strong 275,S24199220802
Стеллажи,Стойка MS Strong 310,S24199220902
Стеллажи,Крепеж стойки MS Hard (уголки 4 шт),S24299240099
Стеллажи,Т-усилитель стойки MS Hard 2шт (с резьбой),S24299240199
Стеллажи,Стойка MS Hard 185,S24299240302
Стеллажи,Стойка MS Hard 200,S24299240402
Стеллажи,Стойка MS Hard 220,S24299240502
Стеллажи,Стойка MS Hard 250,S24299240702
Стеллажи,Стойка MS Hard 300,S24299240902
Стеллажи,Полка MS 30F,S24199300302
Стеллажи,Полка MS 40F,S24199300402
Стеллажи,Полка MS 50F,S24199300502
Стеллажи,Полка MS 60F,S24199300602
Стеллажи,Полка MS Standart 70x30,S24199310302
Стеллажи,Полка MS Standart 70х40,S24199310402
Стеллажи,Полка MS Standart 70х50,S24199310502
Стеллажи,Полка MS Standart 70х60,S24199310602
Стеллажи,Полка MS Standart 100x25,S24199320202
Стеллажи,Полка MS Standart 100x30,S24199320302
Стеллажи,Полка MS Standart 100x40,S24199320402
Стеллажи,Полка MS Standart 100x50,S24199320502
Стеллажи,Полка MS Standart 100x60,S24199320602
Стеллажи,Полка MS Strong 100x30 old,S24199420302
Стеллажи,Полка MS Strong 100x40 old,S24199420402
Стеллажи,Полка MS Strong 100x50 old,S24199420502
Стеллажи,Полка MS Strong 100x60 old,S24199420602
Стеллажи,Полка MS Strong 120x30 old,S24199430302
Стеллажи,Полка MS Strong 120x40 old,S24199430402
Стеллажи,Полка MS Strong 120x50 old,S24199430502
Стеллажи,Полка MS Strong 120x60 old,S24199430602
Стеллажи,Полка MS Strong 150x30 old,S24199440302
Стеллажи,Полка MS Strong 150x40 old,S24199440402
Стеллажи,Полка MS Strong 150x50 old,S24199440502
Стеллажи,Полка MS Strong 150x60 old,S24199440602
Стеллажи,Полка MS Strong 70x30,S24199610302
Стеллажи,Полка MS Strong 70x40,S24199610402
Стеллажи,Полка MS Strong 70x50,S24199610502
Стеллажи,Полка MS Strong 70x60,S24199610602
Стеллажи,Полка MS Strong 70x70,S24199610702
Стеллажи,Полка MS Strong 70x80,S24199610802
Стеллажи,Полка MS Strong 100x30,S24199620302
Стеллажи,Полка MS Strong 100x40,S24199620402
Стеллажи,Полка MS Strong 100x50,S24199620502
Стеллажи,Полка MS Strong 100x60,S24199620602
Стеллажи,Полка MS Strong 100x70,S24199620702
Стеллажи,Полка MS Strong 100x80,S24199620802
Стеллажи,Полка MS Strong 120x30,S24199630302
Стеллажи,Полка MS Strong 120x40,S24199630402
Стеллажи,Полка MS Strong 120x50,S24199630502
Стеллажи,Полка MS Strong 120x60,S24199630602
Стеллажи,Полка MS Strong 120x70,S24199630702
Стеллажи,Полка MS Strong 120x80,S24199630802
Стеллажи,Полка MS Strong 150x30,S24199640302
Стеллажи,Полка MS Strong 150x40,S24199640402
Стеллажи,Полка MS Strong 150x50,S24199640502
Стеллажи,Полка MS Strong 150x60,S24199640602
Стеллажи,Полка MS Hard 100x30,S24199441302
Стеллажи,Полка MS Hard 100x40,S24199441402
Стеллажи,Полка MS Hard 100x50,S24199441502
Стеллажи,Полка MS Hard 100x60,S24199441602
Стеллажи,Разделитель MS-30,S24199510302
Стеллажи,Разделитель MS-40,S24199510402
Стеллажи,Разделитель MS-50,S24199510502
Стеллажи,Планка огр. MS-25,S24199520202
Стеллажи,Планка огр. MS-30,S24199520302
Стеллажи,Планка огр. MS-40,S24199520402
Стеллажи,Планка огр. MS-50,S24199520502
Стеллажи,Планка огр. MS-60,S24199520602
Стеллажи,Планка огр. MS-70,S24199520702
Стеллажи,Планка огр. MS-100,S24199521002
Стеллажи,Планка огр. MS-120,S24199521202
Стеллажи,Разделитель продольный MSP-100/2,S24199530702
Стеллажи,Разделитель продольный MSP-70/2,S24199531002
Стеллажи,Комплект разделителей MS CR 100x60,S24199532802
Стеллажи,Усилитель ребра полки MS-70,S24199533102
Стеллажи,Усилитель ребра полки MS-100,S24199533302
Стеллажи,Усилитель ребра полки MS-120,S24199533402
Стеллажи,Подпятник Strong MS металлический,S24199540202
Стеллажи,Винт Strong MS регулировочный,S24199540300
Стеллажи,Боковая стенка MS 50x30,S24199552302
Стеллажи,Боковая стенка MS 50x50,S24199552502
Стеллажи,Боковая стенка MS 200x30,S24199558302
Стеллажи,Боковая стенка MS 200x40,S24199558402
Стеллажи,Боковая стенка MS 200x50,S24199558502
Стеллажи,Боковая стенка MS 200x60,S24199558602
Стеллажи,Задняя стенка MS 50x70,S24199562202
Стеллажи,Задняя стенка MS 50x100,S24199562402
Стеллажи,Задняя стенка MS 200x70,S24199568202
Стеллажи,Задняя стенка MS 200x100,S24199568402
Стеллажи,Задняя стенка MS 200x120,S24199568602
Стеллажи,Стеллаж ES 75KD/75x30/3 оцинк,S24099023358
Стеллажи,Стеллаж ES 150KD/75x30/4 оцинк,S24099033458
Стеллажи,Стеллаж ES 150KD/75x30/4 серый,S24099033402
Стеллажи,Стеллаж SBL 180KD/75x35/5,S24499371109
Стеллажи,Стеллаж SBL 180KD/90x40/5,S24499373309
Стеллажи,Стеллаж SBL 180KD/90x45/5,S24499373409
Стеллажи,Стеллаж SBL 180KD/120x40/5,S24499375309
Стеллажи,Стеллаж SBL 180KD/120x45/5,S24499375509
Стеллажи,Стеллаж SBL 180KD/120x45/5 оцинк,S24599375558
Стеллажи,Стойка SB 200,S24699030007
Стеллажи,Стойка SB 250,S24699050007
Стеллажи,Стойка SB 300,S24699070007
Стеллажи,Балка поперечная SB 51,S24699200202
Стеллажи,Балка поперечная SB 61,S24699200402
Стеллажи,Балка поперечная SB 76,S24699200602
Стеллажи,Балка продольная SB 152,S24699203002
Стеллажи,Балка продольная SB 183,S24699205002
Стеллажи,Полка яруса SB 51x15 оцинк,S24699301258
Стеллажи,Настил яруса SB 152х61 фанера (кат. А) old,S24699303481
Стеллажи,Стяжка балок SB 51,S24699400202
Стеллажи,Стяжка балок SB 61,S24699400402
Стеллажи,Стяжка балок SB 76,S24699400602
Стеллажи,Настил яруса SB 152х51 фанера,S24699303282
Стеллажи,Настил яруса SB 152х61 фанера,S24699303482
Стеллажи,Настил яруса SB 183х51 фанера,S24699305282
Стеллажи,Настил яруса SB 183х61 фанера,S24699305482
Стеллажи,Настил яруса SB 183х76 фанера,S24699305682
Мебель,Тумба AP-1 (BFC-70/3),S25699010102
Мебель,Тумба AP-2 (BA4-65/3),S25699010202
Мебель,Тумба TK-3 (BFC-66/3),S25699020002
Мебель,Тумба BFC-70/4,S25699020102
МО,Стул СПУ-1,S25999010004
Медмебель,Аптечка AMD 33,S26199011101
Медмебель,Аптечка AMD 39 (MDA 39),S26199012101
Медмебель,Аптечка AMD 39G (MDA 39G),S26199012301
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Шкаф МД 1 1650/SS,S26199201001
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Шкаф МД 1 1650/SG,S26199201501
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Шкаф МД 1 1657/SS,S26199202001
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Шкаф МД 1 1657/SG,S26199202501
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Шкаф МД 2 1670/SS,S26199203001
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Шкаф МД 2 1670/SG,S26199203501
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Шкаф МД 1 1760/SS,S26199204001
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Шкаф МД 1 1760/SG,S26199204501
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Шкаф МД 2 1780/SS,S26199205001
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Шкаф МД 2 1780/SG,S26199205501
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Шкаф МД 1 1760 R,S26199206000
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Шкаф МД 1 1760 R-1,S26199206100
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Шкаф МД 2 1780 R,S26199207000
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Шкаф МД 2 1780 R-1,S26199207100
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Шкаф МД 2 1780 R-5,S26199207500
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Шкаф МД трейзер 1650,S26199209100
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Шкаф МД трейзер 1670,S26199209200
Мебель,Шкаф медицинский МД CB-12,S26199501200
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Шкаф МД 1 ШМ-SS,S26199301501
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Шкаф МД 2 ШМ-SS,S26199302101
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Шкаф МД 1 ШМ-SSD,S26199206300
Мебель,Шкаф медицинский МД AM 1891,S26199302200
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Шкаф МД 2 ШМ,S26199302201
Мебель,Шкаф медицинский МД AM 1845,S26199302300
Мебель,Шкаф медицинский МД M-18,S26199500200
Мебель,Шкаф медицинский МД LS(LE)-21,S26199321500
Мебель,Шкаф медицинский МД LS(LE)-21-60 U,S26199321700
Мебель,Шкаф медицинский МД LS(LE)-21-80,S26199321800
Мебель,Шкаф медицинский МД LS(LE)-21-80 U,S26199321900
Мебель,Шкаф медицинский МД LS(LE)-41,S26199341500
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Тумба МД ТП-1,S26199401101
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Тумба МД ТП-2,S26199402201
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Тумба МД ТП-3,S26199403301
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Тумба МД ТП L-4,S26199404401
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Тумба МД ТП L-6,S26199404601
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Тумба МД ТП L-9,S26199404901
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Стол манипуляционный МД SM N,S26199501001
Медмебель,Мебель медицинская: Стол манипуляционный МД SM 1,S26299010102
Медмебель,Мебель медицинская: Стол манипуляционный МД SM 2,S26299010902
Медмебель,Мебель медицинская: Стол манипуляционный МД SM 6,S26299010202
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Стол процедурный МД SP N,S26299021401
Медмебель,Мебель медицинская: Стол процедурный МД SP 2N,S26299020202
Медмебель,Мебель медицинская: Стол процедурный МД SP 3N,S26299021302
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Стол процедурный МД SP 2G,S26299021201
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Стол процедурный МД SP 3G,S26299020301
Медмебель,Мебель медицинская: Стол хирургический МД CX,S26299021501
Медмебель,Тележка для перевозки больных МД ТБН,S26599020601
Медмебель,Тележка для перевозки больных МД ТБЛ-01,S26599020801
Медмебель,Мебель медицинская для кабинетов и палат. Кушетка медицинская для кабинетов и палат МД КС,S26599021101
Медмебель,Мебель медицинская для кабинетов и палат. Кушетка медицинская для кабинетов и палат МД КС-01,S26599021401
Медмебель,Мебель медицинская для кабинетов и палат. Банкетка медицинская для кабинетов и палат МД Б,S26599021201
Медмебель,Мебель медицинская для кабинетов и палат. Банкетка медицинская для кабинетов и палат МД БС,S26599021301
Медмебель,Кровать общебольничная механическая КМ-01,S26599100102
Медмебель,Кровать общебольничная механическая КМ-03,S26599100302
Медмебель,Кровать общебольничная механическая КМ-04,S26599100402
Медмебель,Кровать общебольничная механическая КМ-07,S26599100702
Медмебель,Кровать общебольничная механическая КМ-09,S26599100902
Медмебель,Кровать общебольничная механическая КМ-10,S26599101002
Медмебель,Принадлежность к кровати общебольничной механической серии КМ: Ограждения боковые КМ 3,S26599102302
Медмебель,Принадлежность к кровати общебольничной механической серии КМ: Штатив медицинский КМ МШ-2,S26599102702
Медмебель,Принадлежность к кровати общебольничной механической серии КМ: Штатив медицинский КМ ШДВ,S26599102201
Медмебель,Принадлежность к кровати общебольничной механической серии КМ: Штатив медицинский КМ ШДВ-1,S26599102211
Медмебель,Ширма медицинская MB S,S26299010600
Медмебель,Шкаф MD трейзер 1670 DIB,S26199090301
Медмебель,Кушетка МД КС DIB,S26599020101
Медмебель,Банкетка МД Б DIB,S26599020201
Медмебель,Банкетка МД БС DIB,S26599020301
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Стол манипуляционный МД SM 1,S26299010101
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Стол манипуляционный МД SM 6,S26299010201
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Стол манипуляционный МД SM 2,S26299010901
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Стол процедурный МД SP 2N,S26299020201
Медмебель,Мебель медицинская для оборудования кабинетов и палат: Стол процедурный МД SP 3N,S26299021301
Стеллажи,Стеллаж медицинский СТМ MS 160KD/70x30/4,S26899123401
Стеллажи,Стеллаж медицинский СТМ MS 185KD/70x30/4,S26899223401
Стеллажи,Стеллаж медицинский СТМ MS 200KD/100x30/4,S26899343401
Стеллажи,Стеллаж медицинский СТМ MS 200KD/100x40/4,S26899344401
Стеллажи,Стеллаж медицинский СТМ MS 200KD/100x50/4,S26899345401
Стеллажи,Стеллаж медицинский СТМ MS 200KD/100x60/4,S26899346401
Стеллажи,Стеллаж медицинский СТМ MS 185/100х30/4,S26899743401
Стеллажи,Стеллаж медицинский СТМ MS 185/100х40/4,S26899744401
Стеллажи,Стеллаж медицинский СТМ MS 185/100х60/4,S26899746401
Стеллажи,Стеллаж медицинский СТМ MS 200/100х40/6,S26899844601
Стеллажи,Стеллаж медицинский СТМ MS 200/100х60/6,S26899846601
Стеллажи,Стеллаж медицинский СТМ MS 220/100х40/6,S26899944601
Проммебель,Столешница Master MT-100,S30299014058
Проммебель,Столешница Master M-100,S30299014458
Проммебель,Опора Master MF-1,S30299080002
Проммебель,Балка Master M-90,S30299091102
Проммебель,Ящик Master M-140,S30299091402
Проммебель,Полка Master M-100,S30299091302
Проммебель,Верстак Master №101,S30399500146
Проммебель,Верстак Master №102,S30399500246
Проммебель,Верстак Master №103,S30399500346
Проммебель,Верстак Master №104,S30399500446
Проммебель,Верстак Master №106,S30399500646
Проммебель,Ящик Garage,S30399500946
Проммебель,Верстак Garage №111,S30399521846
Проммебель,Верстак Garage №112,S30399500846
Проммебель,Верстак Garage Set 1,S30399501546
Проммебель,Верстак Garage Set 2,S30399501646
Проммебель,Верстак Garage Set 3,S30399501746
Проммебель,Тележка WDS-5.0 new,S30299022514
Проммебель,Тележка WDS-5.1 new,S30299023514
Проммебель,Тележка WDS-6.1 new,S30299023614
Проммебель,Тележка WDS D-5.0,S30299033504
Проммебель,Тележка WDS D-5.1,S30299033514
Проммебель,Тележка WDS D-6.1,S30299033614
Проммебель,Экран WS боковой MS Pro 60x50,S30299033102
Проммебель,Экран WS боковой MS Pro 80x50,S30299033202
Проммебель,Экран WS боковой MS Pro 100x50,S30299033302
Проммебель,Экран WS MS Pro 90x50,S30299033402
Проммебель,Экран WS MS Pro 120x50,S30299033502
Проммебель,Экран WS MS Pro 150x50,S30299033602
Проммебель,Экран WS MS Pro 180x50,S30299033702
Проммебель,Экран WS MS Pro 210x50,S30299033802
Проммебель,Рама для инструментального стенда,S30299050407
Стеллажи,Подпятник стойки MS Pro (2 шт),S31299090558
Проммебель,Тумба Profi M-1,S30299822114
Проммебель,Тумба Profi M-5,S30299822514
Проммебель,Столешница Expert W-120,S30299011558
Проммебель,Столешница Expert W-160,S30299011758
Проммебель,Столешница Expert W-200,S30299011958
Проммебель,Столешница Expert WTS-120,S30299012558
Проммебель,Столешница Expert WTS-160,S30299012758
Проммебель,Столешница Expert WTS-200,S30299012958
Проммебель,Столешница Expert WTH-120,S30299013558
Проммебель,Столешница Expert WTH-160,S30299013758
Проммебель,Столешница Expert WTH-200,S30299013958
Проммебель,Тумба Expert WS-1,S30299021146
Проммебель,Тумба Expert WS-6,S30299021646
Проммебель,Ручка WS,S30299021800
Проммебель,Комплект WS (коврик/лоток/экран) ,S30299021900
Проммебель,Опора регулируемая Expert WF-2,S30299080202
Проммебель,Полка и Стенка Expert WSh-120/1 (hard),S30299070302
Проммебель,Полка и Стенка Expert WSh-200/1 (hard),S30299069202
Проммебель,Планка Expert Wsh и косынки,S30299069200
Проммебель,Усилитель верстака Expert 160,S30299064402
Проммебель,Усилитель верстака Expert 200,S30299064602
Проммебель,Столешница Profi WT-100,S30299010458
Проммебель,Столешница Profi WT-120,S30299010558
Проммебель,Столешница Profi WT-140,S30299010658
Проммебель,Столешница Profi WT-160,S30299010758
Проммебель,Столешница Profi WT-180,S30299010858
Проммебель,Тумба Profi WD-1,S30299020146
Проммебель,Тумба Profi WD-2,S30299020246
Проммебель,Тумба Profi WD-5,S30299020546
Проммебель,Ящик Profi WD-0,S30299020646
Проммебель,Шкаф Profi WD,S30299020846
Проммебель,Опора Profi WF-1,S30299080102
Проммебель,Полка и Стенка Profi WSh-120/0,S30299065002
Проммебель,Полка и Стенка Profi WSh-120/1,S30299065102
Проммебель,Полка и Стенка Profi WSh-140/1,S30299066102
Проммебель,Полка и Стенка Profi WSh-160/1,S30299067102
Проммебель,Полка и Стенка Profi WSh-160/2,S30299067202
Проммебель,Полка и Стенка Profi WSh-180/2,S30299068202
Проммебель,Столешница Profi MTS-200,S30499819501
Проммебель,Полка и Стенка Profi M-200/2,S30499835241
Проммебель,Экран Profi M-200,S30499841514
Проммебель,Комплект освещения Profi M,S30499842041
Проммебель,Комплект косынок для крепления экранов Profi M,S30499843014
Проммебель,Кронштейн крепления двух экранов Profi M (2 шт.),S30499844041
Проммебель,Комплект освещения W,S30299090002
Проммебель,Полка малая SSh,S30299090102
Проммебель,Полка большая LSh,S30299090202
Проммебель,Лоток держатель А4,S30299090302
Проммебель,Крючок HK,S30299090502
Проммебель,Крючок HK 2 new,S30299090612
Проммебель,Крючок HK 3,S30299090593
Проммебель,Крючок HK 4,S30299090594
Проммебель,Крючок-держатель HK 5,S30299090595
Проммебель,Крючок HK 6,S30299090712
Проммебель,Держатель для сверл DH,S30299090691
Проммебель,Держатель для шестигранников HH,S30299090692
Проммебель,Держатель ключей WH,S30299090602
Проммебель,Полка для баллончиков ScSh,S30299090702
Проммебель,Держатель инструмента TH,S30299090802
Проммебель,Держатель для бумажных полотенец PTH,S30299091002
Проммебель,Держатель для пластикового ящика 200 SPBH,S30299091502
Проммебель,Держатель для пластикового ящика 1000 LPBH,S30299091504
Проммебель,Держатель для стретч плёнки HfSF,S30299091505
Проммебель,Держатель для торцевых головок 1/2 HeC,S30299090693
Проммебель,Блок электророзеток EoB,S30299091202
Проммебель,Ящик пластиковый малый 155x100x75,S30299100507
Проммебель,Ящик пластиковый большой 400x230x150,S30299101007
Проммебель,Ящик пластиковый Практик 170x105x80,S30299104007
Проммебель,Ящик пластиковый Практик 200x157x90,S30299105007
Проммебель,Ящик пластиковый Практик 400x185x100,S30299102007
Проммебель,Ящик пластиковый Практик 400x230x150,S30299103007
Проммебель,Экран WS-60,S30299030307
Проммебель,Экран WS-100,S30299030407
Проммебель,Экран WS-120,S30299030507
Проммебель,Экран WS-140,S30299030607
Проммебель,Экран WS-160,S30299030707
Проммебель,Экран WS-180,S30299030807
Проммебель,Экран WS-200,S30299030907
Проммебель,Комплект косынок для крепления экранов WS,S30299030007
Проммебель,Экран WS-100 без косынок,S30299031407
Проммебель,Кронштейн крепления двух экранов WS (2 шт.),S30299031002
Проммебель,Экран WS-120 без косынок,S30299031507
Проммебель,Экран WS-140 без косынок,S30299031607
Проммебель,Экран WS-160 без косынок,S30299031707
Проммебель,Экран WS-180 без косынок,S30299031807
Проммебель,Экран WS-200 без косынок,S30299031907
Проммебель,Стул Pro industrial с подлокотниками,S30299091300
Проммебель,Табурет Pro industrial,S30299091100
Проммебель,Тележка WDS-0,S30299025046
Проммебель,Тележка WDS-4,S30299025446
Проммебель,Тележка WDS-5,S30299025546
Проммебель,Тележка WDS-6,S30299025646
Проммебель,Тележка WDS-7,S30299025746
Проммебель,Тележка WDS-9,S30299025946
Проммебель,Комплект перегородок WDS,S30299026102
Проммебель,Тележка Garage,S30399520146
Проммебель,Ящик для тележки Garage,S30399520246
Проммебель,Экран WDS,S30299040107
Проммебель,TC шкаф инструментальный TC-1095,S30599012046
Проммебель,TC шкаф инструментальный TC-1947,S30599013046
Проммебель,TC шкаф инструментальный TC-1995,S30599015046
Проммебель,TC перегородка вертикальная TCD-900,S30599021102
Проммебель,TC перегородка вертикальная TCD-1800,S30599021202
Проммебель,TC перегородка вертикальная TCD-1800/2,S30599021302
Проммебель,TC полка малая TCSh 43х47,S30599022102
Проммебель,TC гардеробный комплект TCSh,S30599022112
Проммебель,TC полка большая TCSh 95х47,S30599022202
Проммебель,TC ящик выдвижной малый TCF 42x45,S30599023146
Проммебель,TC ящик выдвижной большой TCF 87x45,S30599023246
Проммебель,TC экран перфорированный TCS 50x43,S30599025107
Проммебель,TC ящик выдвижной TCF 39x45,S30599023346
Проммебель,Шкаф балконный 0806,S30599033702
Проммебель,Шкаф балконный 0810,S30599034602
Проммебель,Шкаф балконный 1806,S30599043702
Проммебель,Шкаф балконный 2010,S30599044602
Проммебель,Корпус шкафа HARD 2000 ,S30599660346
Проммебель,Рама HARD 2000,S30599661346
Проммебель,Полка HARD,S30599663146
Проммебель,Ящик HARD 125 ,S30599664246
Проммебель,Ящик HARD 265 ,S30599664346
Проммебель,Экран к шкафу HARD (перф.),S30599665146
Проммебель,Шкаф AMH TC,S30699015046
Проммебель,Полка AMH TC,S30699022202
Проммебель,Полка сетчатая ШС Циклон 1985,S30799001002
Проммебель,Полка проволочная ШС 1940/1985,S30799003002
Проммебель,Комплект ШС 1940( полки/стойка/перекладина),S30799004002
Проммебель,Шкаф сушильный ШС Циклон 1965,S30799011002
Проммебель,Шкаф сушильный ШС Циклон 1985,S30799015002
